Word,Length,LgSUBTLWF,Ortho_N,Phono_N,BG_Mean,Pron,NPhon,NSyll,POS,I_LexDec_Mean_RT,I_NMG_Mean_RT,AoA,Conc.M,Consist
heading,7,3.23,7,21,2884.33,"h""E4.IN",5,2,VB|NN,617.63,638.34,NA,3.1,NA
headings,8,0.7,3,3,2511.29,"h""E4.INz",6,2,NN,679.19,593.41,NA,NA,NA
headlamp,8,NULL,0,0,1252.71,"h""Ed.l%amp",7,2,NN,905.5,763.48,NA,4.66,NA
headland,8,0.85,1,0,1741.57,"h""Ed.l@nd",7,2,NN,971.79,633,9.50,NA,NA
headlands,9,0.48,0,0,1575.75,"h""Ed.l@ndz",8,2,NN,909.9,725.38,NA,NA,NA
headless,8,1.83,1,2,2057.57,"h""Ed.l@s",6,2,JJ,787.06,622.67,8.72,4.42,NA
headlight,9,1.58,0,1,1163,"h""Ed.l%aIt",6,2,NN,663.03,670.26,6.79,4.97,NA
headlights,10,1.99,0,0,1145.56,"h""Ed.l%aIts",7,2,NN,673.91,645.52,NA,NA,NA
headline,8,2.12,1,4,2406.43,"h""Ed.l%aIn",6,2,NN,649,614.96,8.11,4.04,NA
headlines,9,2.33,1,1,2666.75,"h""Ed.l%aInz",7,2,NN,763.21,636.8,NA,NA,NA
headlining,10,1.23,0,0,2989.11,"h""Ed.l%aIn.IN",8,3,VB|NN|JJ,921.58,736.3,NA,NA,NA
headlong,8,1.32,0,0,2131.57,"h""Ed.l%ON",6,2,RB,809.53,628.93,NA,2,NA
headman,7,1.2,0,0,1643.33,"h""Ed.m@n",6,2,NN,681,653.31,10.59,3.74,NA
headmaster,10,2.05,0,0,2439,"h%Ed.m""a.st@`",8,3,NN,703.09,625.56,10.26,4.12,NA
headphones,10,1.91,0,0,1972.89,"h""Ed.f%onz",7,2,NN,791.71,657.52,7.74,4.79,NA
headpiece,9,1.23,0,1,1206,"h""Ed.p%is",6,2,NN,765.56,640.57,10.00,4.8,NA
headmistress,12,1.23,0,0,2243.91,"h%Ed.m""I.str@s",10,3,NN,985,843.85,11.00,4.56,NA
headquarter,11,1.4,0,0,2012.2,"h""Ed.kw%Or.4@`",9,3,NN,750.94,685.92,8.63,3.83,NA
headquarters,12,2.92,0,0,1962.82,"h""Ed.kw%Or.4@`z",10,3,NN,777.38,654.41,8.72,4.14,NA
headrest,8,0.85,0,0,2515.29,"h""Ed.r%Est",7,2,NN,808.04,730.96,7.68,4.8,NA
headroom,8,0.6,0,1,1328.14,"h""Ed.r%um",6,2,NN,827.55,616,9.79,3.58,NA
heads,5,3.34,7,14,1257.5,"h""Edz",4,1,NN|VB,561.31,620,5.74,1,0.5
headset,7,1.63,0,0,1402.5,"h""Ed.s%Et",6,2,NN,689.26,622,9.05,4.83,NA
headstand,9,0.6,0,0,1964.63,"h""Ed.st%and",8,2,NN,698.24,657.64,7.15,4.75,NA
headstands,10,0.6,0,0,1792.44,"h""Ed.st%andz",9,2,NN,809.33,808.88,NA,NA,NA
headstone,9,1.72,0,0,2105.25,"h""Ed.st%on",7,2,NN,731.85,565.56,9.44,4.39,NA
headstones,10,1.08,0,0,2370.11,"h""Ed.st%onz",8,2,NN,807.3,633.5,NA,NA,NA
headstrong,10,1.67,0,0,2327.89,"h""Ed.str%ON",8,2,JJ,732.24,600.63,11.11,2.14,NA
headwaters,10,0.95,0,0,2394.11,"h""Ed.w%O.4@`z",8,3,NN,917.96,702.61,13.00,NA,NA
headway,7,1.53,0,0,960.5,"h""Ed.w%e",5,2,NN,742.77,671.24,11.06,2.3,NA
headwind,8,0.85,0,0,1971.57,"h""Ed.w%Ind",7,2,NN,831.03,684.52,13.14,3.29,NA
heady,5,1.32,4,13,1191.25,"h""E4.i",4,2,JJ,719.57,629.5,12.24,1.59,NA
heal,4,2.76,15,34,2209.33,"h""il",3,1,VB,639.45,597.61,7.47,3.03,1
healed,6,2.34,6,18,2905.8,"h""ild",4,1,VB|JJ,644.82,728.96,NA,NA,1
healer,6,1.93,6,9,3241.2,"h""il.@`",4,2,NN,559.91,674,9.61,3.52,NA
healing,7,2.51,6,12,3365,"h""il.IN",5,2,NN|VB,620.84,624.27,7.70,2.76,NA
health,6,3.31,2,5,1664.4,"h""ElT",4,1,NN,551.48,575.96,7.56,1,1
healthful,9,1.04,0,1,1223.63,"h""ElT.fl=",6,2,JJ,733.06,756.48,10.11,2.89,NA
healthier,9,1.81,0,0,2102.88,"h""ElT.i@`",6,2,JJ,731.04,718.56,NA,NA,NA
healthiest,10,1.4,1,1,2079.44,"h""ElT.i.Ist",8,3,JJ,856.25,684.85,NA,NA,NA
healthily,9,0.3,0,0,1548,"h""ElT.@.li",7,3,RB,856.28,777.91,NA,2.4,NA
healthy,7,3.1,1,1,1428.5,"h""ElT.i",5,2,JJ,592.81,605.48,7.61,3.31,NA
heap,4,2.4,8,24,1479,"h""ip",3,1,NN|VB,649.16,562.36,7.79,3.9,1
heaped,6,1.15,7,5,2117,"h""ipt",4,1,VB,764.04,617.22,NA,NA,NA
heaps,5,1.43,4,11,1185.75,"h""ips",4,1,NN|VB,689.97,587.42,NA,3.42,1
hear,4,4.45,17,38,2176.33,"h""Ir",3,1,VB|NN,581.06,572.8,3.80,3.66,0.722222
heard,5,4.3,4,20,1789.25,"h""3`d",3,1,VB|NN,595.73,617.33,NA,NA,0.5
hearer,6,0.48,6,8,3446.6,"h""Ir.@`",4,2,NN,749.59,667.89,10.19,NA,NA
hearers,7,0.3,1,4,3117,"h""Ir.@`z",5,2,NN,793.67,823.32,NA,NA,NA
hearing,7,3.36,13,16,3369.5,"h""Ir.IN",5,2,NN|VB,661.82,583.78,6.05,1,NA
hearings,8,1.85,2,0,2927.14,"h""Ir.INz",6,2,NN,676.34,662.75,NA,NA,NA
hearken,7,0.85,1,1,1918.83,"h""Ar.k@n",6,2,VB,910.13,721.9,12.72,NA,NA
hears,5,2.67,13,22,1999.5,"h""Irz",4,1,VB,608.13,580.37,NA,NA,0.692308
hearsay,7,1.9,0,0,1526.17,"h""Ir.s%e",5,2,NN,789.78,709.67,12.76,1.82,NA
hearse,6,1.91,1,14,2005.8,"h""3`s",3,1,NN,805.22,807.57,9.89,4.85,1
heart,5,4.1,2,15,1883,"h""Art",4,1,NN|VB,575.41,579.96,5.17,1,1
heartache,9,1.88,0,1,1767.38,"h""Art.%ek",6,2,NN,774.07,690,9.72,2.2,NA
heartbeat,9,2.45,0,0,1805.88,"h""Art.b%it",7,2,NN,653.03,669.89,7.22,4.08,NA
heartbreak,10,2.05,0,0,1650.67,"h""Art.br%ek",8,2,NN,697.6,625.74,10.32,2.15,NA
heartbreaking,13,1.79,0,0,2174.67,"h""Art.br%ek.IN",10,3,JJ,839.82,636.89,8.56,2.04,NA
heartbroken,11,1.97,0,0,1525.4,"h""Art.br%ok.@n",10,3,JJ,826.8,627.19,9.00,2.37,NA
heartburn,9,1.59,0,0,1242.25,"h""Art.b%3`n",7,2,NN,709.23,638,10.47,3.39,NA
hearten,7,NULL,1,6,2623.83,"h""Art.n=",5,2,VB,811.41,685.42,NA,2.04,NA
heartening,10,0.48,0,0,3119.44,"h""Art.n=.IN",7,3,JJ|VB,866.52,729.88,10.95,2.08,NA
heartfelt,9,1.86,0,0,1285,"h""Art.f%Elt",8,2,JJ,814.79,680.68,9.79,1.89,NA
hearth,6,1.54,4,6,1771,"h""ArT",4,1,NN,732.83,769.56,10.05,4.38,0.333333
hearthrug,9,NULL,0,0,1260.75,"h""ArT.r%Vg",7,2,NN,849.75,771.31,NA,NA,NA
heartiest,9,0.7,0,0,2702,"h""Ar4.i.Ist",8,3,JJ,892.69,717.5,NA,NA,NA
heartily,8,1.6,0,1,2183.57,"h""Ar4.@.li",7,3,RB,865.83,824.17,NA,2.27,NA
heartless,9,2.26,0,1,2178.5,"h""Art.l@s",7,2,JJ,658.61,602.48,9.50,1.79,NA
heartrending,12,0.48,0,0,2911.91,"h""Art.r%En4.IN",10,3,JJ,1219.79,934.15,13.00,NA,NA
hearts,6,3.07,2,5,1707.6,"h""Arts",5,1,NN,562.45,593.36,NA,4.48,1
heart's,7,NULL,0,5,1444,"h""Arts",5,1,encl,677.56,626.04,NA,NA,NA
heartsick,9,1.18,0,0,1683.75,"h""Art.s%Ik",7,2,JJ,938.71,667.86,10.68,1.93,NA
heartstrings,12,1.18,0,0,2522.91,"h""Art.str%INz",10,2,NN,1025.5,850.56,NA,NA,NA
heartthrob,10,1.3,0,0,1364.33,"h""Art.Tr%Ab",8,2,NN,860.58,716.11,10.22,3.32,NA
hearty,6,2,2,5,1646.8,"h""Ar4.i",5,2,JJ|NN,752.7,685.82,9.94,2.55,NA
heat,4,3.31,11,29,2581.67,"h""it",3,1,NN|VB,564.71,550.26,5.33,1,0.842105
heartwarming,12,1.3,0,0,2185.64,"h""Art.w%Orm.IN",10,3,VB|NN|JJ,927.15,767.71,8.72,1.52,NA
heated,6,2.12,7,10,3325,"h""i4.@d",5,2,VB|JJ,609.91,633.04,NA,NA,NA
heatedly,8,0.3,0,0,2640.14,"h""i4.@d.li",7,3,RB,823.82,874.04,NA,2.25,NA
heater,6,2.15,5,15,3660.4,"h""i4.@`",4,2,NN,640.61,667.04,6.10,4.8,NA
heaters,7,1.52,1,9,3295.17,"h""i4.@`z",5,2,NN,797.9,707.86,NA,NA,NA
heathen,7,1.91,1,0,2438.83,"h""i.Dn=",4,2,JJ|NN,735.3,831.77,9.67,3.04,NA
heathendom,10,NULL,0,0,2022.22,"h""i.Dn=.d@m",7,3,NN,848.33,1147.5,NA,NA,NA
heathenish,10,NULL,0,0,2245,"h""i.Dn=.IS",6,3,JJ,1104.1,1119.69,NA,NA,NA
heather,7,2.75,4,8,2829.83,"h""E.D@`",4,2,NN,609.97,616.96,9.97,3.72,NA
heating,7,2.14,6,18,3889.33,"h""i4.IN",5,2,NN|VB,578.63,660.04,7.63,1,NA
heat's,6,NULL,0,19,1775.4,"h""its",4,1,NULL,698.53,598.1,NA,NA,NA
heatstroke,10,0.95,0,0,1919.33,"h""it.str%ok",8,2,NN,929.5,935.62,9.89,3.28,NA
heatwave,8,0.78,0,0,1543.57,"h""it.w%ev",6,2,NN,762.91,711.69,NA,3.39,NA
heave,5,2.27,3,17,1462,"h""iv",3,1,NN|VB,708.35,660.88,9.05,3.67,1
heaved,6,1.04,6,2,2066.6,"h""ivd",4,1,VB,767.38,678.57,NA,NA,NA
heaven,6,3.46,3,5,1932.8,"h""E.vn=",4,2,NN,613.09,611.31,4.22,1.81,NA
heavenly,8,2.45,0,1,1618.86,"h""E.vn=.li",6,3,JJ,676.91,672.18,6.22,1.5,NA
heavens,7,2.83,0,2,1920,"h""E.vn=z",5,2,NN|minor,642.17,670.07,NA,2.57,NA
heaven's,8,NULL,0,2,1553.14,"h""E.vn=z",5,2,encl,626.16,621.41,NA,NA,NA
heavensent,10,NULL,0,0,2265,"""hEv@n.sEnt",9,3,NULL,1180.9,908,NA,NA,NA
heavenward,10,0.3,0,0,1553.67,"h""E.vn=.w@`d",7,3,JJ,938.55,871.6,NA,NA,NA
heavenwards,11,NULL,0,0,1439.8,"h""E.vn=.w@`dz",8,3,RB,1079.5,892.58,NA,2.57,NA
heaves,6,0.85,4,8,2067.4,"h""ivz",4,1,VB|NN,804.26,727.2,NA,NA,1
heavier,7,2.07,0,1,2021.5,"h""E.vi@`",5,2,JJ,646.66,620.08,NA,NA,NA
heaviest,8,1.56,0,0,2003,"h""E.vi.Ist",7,3,JJ,716.82,641.82,NA,NA,NA
heavily,7,2.5,0,2,1281.67,"h""E.v@.li",6,3,RB,697.84,696.48,NA,3.15,NA
heaviness,9,1.08,0,0,2493,"h""E.vi.n@s",7,3,NN,705.93,609.85,6.11,2.89,NA
heaving,7,1.51,6,6,2588,"h""iv.IN",5,2,VB,752,689.71,NA,3.32,NA
heavy,5,3.38,2,6,989,"h""E.vi",4,2,JJ|NN|RB,566.58,569.07,4.05,1,NA
heavyhearted,12,NULL,0,0,1853.09,"""hEvi.""hArtId",10,4,NULL,1042.68,763.89,NA,2,NA
grits,5,1.91,3,2,1701.25,"gr""Its",5,1,NN|VB,717.31,631.52,8.95,4.74,0.952381
gritty,6,1.38,0,3,1434.6,"gr""I4.i",5,2,JJ,781.68,677.44,10.22,2.97,NA
grizzled,8,0.78,1,1,1747.71,"gr""I.zl=d",6,2,JJ,681.7,729.46,11.08,2.8,NA
grizzly,7,1.98,1,1,979.5,"gr""Iz.li",6,2,NN|JJ,709.29,637.7,7.75,1,NA
groan,5,1.68,3,16,1698.5,"gr""on",4,1,NN|VB,632.67,603.26,8.70,4.09,1
groaned,7,1.11,0,4,2259,"gr""ond",5,1,VB,852.79,662.74,NA,NA,1
groaning,8,2.28,0,4,2732.29,"gr""on.IN",6,2,VB,768,642.42,NA,3.61,NA
groat,5,0.6,3,14,1873,"gr""ot",4,1,NN,673.67,656.71,13.50,NA,1
grocer,6,1.56,1,1,2266.8,"gr""o.s@`",5,2,NN,768.16,748.11,9.22,4.3,NA
groceries,9,2.48,0,0,2493.75,"gr""o.s@`.iz",7,3,NN,735.76,675.96,5.35,4.74,NA
grocers,7,0.9,2,1,2133.83,"gr""o.s@`z",6,2,NN,760.74,588.07,NA,NA,NA
grocer's,8,NULL,0,1,1790,"gr""o.s@`z",6,2,encl,849.06,656.93,NA,NA,NA
grocery,7,2.45,1,3,1994.67,"gr""o.s@`.i",6,3,NN,666.31,638.19,5.72,1,NA
groggy,6,1.67,1,1,754.2,"gr""Ag.i",5,2,JJ,736.68,678.83,11.32,2.81,NA
groin,5,1.97,3,5,2534,"gr""OIn",4,1,NN,773.75,608.22,9.22,4.58,1
groom,5,2.6,2,8,1258.5,"gr""um",4,1,NN|VB,718.84,626.29,7.78,4.54,1
groomed,7,1.48,1,3,1876.67,"gr""umd",5,1,VB|JJ,647.32,603.72,NA,NA,NA
grooming,8,1.81,0,1,2460,"gr""um.IN",6,2,NN|VB,716.42,622.3,NA,NA,NA
grooms,6,1.32,0,4,1046.2,"gr""umz",5,1,NN|VB,653.72,658.81,NA,NA,1
groomsmen,9,1.08,0,0,1414.25,"gr""umz.m%En",8,2,NULL,928.64,780.93,NA,NA,NA
groove,6,2.33,1,6,1251.8,"gr""uv",4,1,NN|VB,601.68,605.79,8.39,3.79,1
grooved,7,0.6,2,4,1790.67,"gr""uvd",5,1,VB|JJ,686.91,654.73,NA,NA,NA
grooves,7,1.34,1,6,1791.33,"gr""uvz",5,1,NN|VB,705.81,602.69,NA,NA,0.5
groovy,6,2.29,1,4,873.4,"gr""uv.i",5,2,JJ,643.03,653.74,7.68,1.68,NA
grope,5,1.51,3,12,1326.25,"gr""op",4,1,VB|NN,752.85,641.76,11.95,3.78,1
groped,6,1.32,0,2,1958,"gr""opt",5,1,VB,761.42,715.04,NA,NA,1
groping,7,1.66,1,3,2546.17,"gr""op.IN",6,2,VB,802.26,692.5,NA,4.19,NA
gross,5,2.89,4,13,1326.75,"gr""os",4,1,JJ|VB|NN,563.73,613.74,5.21,2.96,0.0909091
grossly,7,1.46,0,1,1213.5,"gr""os.li",6,2,RB,778.65,703.37,NA,2.12,NA
grotesque,9,1.91,0,0,1715,"gro.t""Esk",7,2,JJ,812.52,714,11.78,2.76,NA
grotesquely,11,1.11,0,0,1699.8,"gro.t""Esk.li",9,3,RB,916.79,729.13,NA,2.19,NA
grotesques,10,NULL,0,0,2023.22,"gro.t""Esks",8,2,NN,784.22,754.65,NA,NA,NA
grotto,6,1.54,0,0,1166.8,"gr""A.4o",5,2,NN,678.53,712.75,12.00,4.21,NA
grottoes,8,0.6,0,0,1495.57,"gr""A.4oz",6,2,NN,1073.2,1092.23,NA,NA,NA
grouch,6,1.4,1,3,1305.4,"gr""aUtS",4,1,NN|VB,845.41,644.37,7.29,2.73,0.875
grouchy,7,1.65,0,0,1129.33,"gr""aUtS.i",5,2,JJ,645.56,642.37,5.53,2.52,NA
ground,6,3.57,1,9,1636.8,"gr""aUnd",5,1,NN|VB,547.16,578.43,4.89,1,1
grounded,8,2.6,1,2,2181.43,"gr""aUn4.@d",7,2,VB,692.82,616.33,NA,2.07,NA
grounder,8,0.6,1,2,2421,"gr""aUn4.@`",6,2,NN,741.45,649.19,11.88,NA,NA
groundhog,9,1.89,0,0,1240.25,"gr""aUnd.h%Og",8,2,NN,778.31,628.96,6.00,4.93,NA
grounding,9,1.46,0,3,2609.38,"gr""aUn4.IN",7,2,VB|NN,686.59,621.18,11.56,2.56,NA
groundless,10,1.11,0,0,1996.89,"gr""aUnd.l@s",8,2,JJ,684.12,660.92,11.72,1.7,NA
grounds,7,2.73,0,2,1433.17,"gr""aUndz",6,1,NN|VB,628.55,595.93,NA,4.43,NA
groundsman,10,0.3,0,0,1587.56,"gr""aUndz.m@n",9,2,NN,873.03,704.96,10.88,4.19,NA
groundwork,10,1.38,0,0,1289.67,"gr""aUnd.w%3`k",8,2,NN,761.87,643.64,12.18,2.82,NA
group,5,3.58,1,10,1242.75,"gr""up",4,1,NN|VB,592.31,558.48,5.94,4.12,0.8
grouped,7,0.9,0,6,1853.17,"gr""upt",5,1,VB,728.56,652.93,NA,2.89,NA
groupie,7,1.84,0,4,1174.17,"gr""up.i",5,2,NN,790.21,643.72,12.06,3.92,NA
grouping,8,1.32,0,4,2372.29,"gr""up.IN",6,2,NN|VB,693.31,688.42,9.00,3.14,NA
groupings,9,0.6,0,0,2109.88,"gr""up.INz",7,2,NN,850.18,694.07,NA,NA,NA
groups,6,2.67,0,7,1055.4,"gr""ups",5,1,NN|VB,582.63,595.37,NA,NA,0.666667
group's,7,NULL,0,7,1000.17,"gr""ups",5,1,encl,607.73,641.85,NA,NA,NA
grouse,6,1.38,1,7,1613,"gr""aUs",4,1,VB|NN,772.86,661.84,13.00,NA,0.888889
grove,5,2.3,6,13,1333.25,"gr""ov",4,1,NN,695.52,659.68,8.21,4.76,0.642857
grovel,6,1.79,2,1,1413.4,"gr""V.vl=",5,2,VB,771.31,672.35,12.50,3,NA
grovelike,9,NULL,0,0,1350.38,"gr""ov.l%aIk",7,2,VB|NN|JJ,918.43,746.79,NA,NA,NA
groveling,9,1.58,0,0,2578.63,"gr""V.vl=.IN",7,3,VB,873.96,784.81,NA,2.87,NA
groves,6,1.79,5,4,1964.4,"gr""ovz",5,1,NN,809.09,674.82,NA,NA,0.444444
grow,4,3.48,5,8,1192.33,"gr""o",3,1,VB|NN,586.79,575.2,4.79,1,0.62963
grower,6,1.04,2,10,2044.6,"gr""o@`",4,1,NN,875.19,659.63,7.53,4,NA
growers,7,1.11,1,1,1948.67,"gr""o@`z",5,1,NN,709.88,657.81,NA,NA,NA
growing,7,3.18,3,5,2476.5,"gr""o.IN",5,2,VB|NN,632.18,591.3,NA,2.89,NA
growl,5,1.71,3,6,915.5,"gr""aUl",4,1,NN|VB,603.35,609.56,5.79,4.3,0.909091
growled,7,0.85,1,3,1927.17,"gr""aUld",5,1,VB,739.71,610.21,NA,NA,1
growling,8,2.36,1,1,2460.57,"gr""aUl.IN",6,2,VB,711.53,641.19,NA,3.82,NA
grown,5,3.11,8,16,935.5,"gr""on",4,1,VB|JJ,655.58,641.16,NA,3.2,NA
grownups,8,1.9,0,0,674.86,"gr""on.Vps",7,2,NN,731.06,693.33,NA,NA,NA
grows,5,2.69,6,19,922.25,"gr""oz",4,1,VB,577.5,604.56,NA,NA,0.684211
growth,6,2.52,0,8,982.6,"gr""oT",4,1,NN,572.06,583.44,6.70,1,1
growths,7,0.85,0,0,831,"gr""oTs",5,1,NN,686.72,637,NA,NA,1
grub,4,2.15,1,4,596.33,"gr""Vb",4,1,NN,706.83,657.27,8.95,3.86,1
grubby,6,1.48,0,1,407.2,"gr""Vb.i",5,2,JJ,835.46,667.93,10.78,3.04,NA
grubs,5,1.38,1,3,503.25,"gr""Vbz",5,1,NN,803.81,603.19,NA,NA,1
grudge,6,2.36,2,4,623.6,"gr""VdZ",4,1,NN|VB,654.19,638.22,10.42,2.14,1
grudges,7,1.54,0,0,1267.83,"gr""VdZ.@z",6,2,NN|VB,772.14,643.5,NA,NA,NA
gruel,5,1.38,1,1,887.25,"gr""u@l",5,1,NN,687.97,654.3,11.60,3.93,NA
gruesome,8,2.02,0,0,1434.86,"gr""u.sm=",5,2,JJ,742.39,680.89,8.60,2.72,NA
grudgingly,10,NULL,0,0,1697.67,"gr""VdZ.IN.li",8,3,RB,974.21,793.27,NA,1.63,NA
gruff,5,1.46,0,4,485,"gr""Vf",4,1,JJ,784.05,635.81,8.94,2.41,1
grumble,7,1,1,1,1178,"gr""Vm.bl=",6,2,VB|NN,814.2,630.44,8.37,2.96,NA
grumbled,8,0.48,1,1,1650.43,"gr""Vm.bl=d",7,2,VB,672.42,638.63,NA,NA,NA
grumbling,9,1.15,1,1,2151.75,"gr""Vm.bl=.IN",8,3,VB,787.35,618.44,NA,3.55,NA
grumpy,6,2.08,1,1,601,"gr""Vmp.i",6,2,JJ,689.48,645.56,5.89,2.41,NA
grunt,5,2.06,3,3,1571.5,"gr""Vnt",5,1,NN|VB,808.13,612.96,8.79,3.56,1
grunted,7,0.95,1,3,2527.67,"gr""Vn4.@d",7,2,VB,857.83,655.79,NA,NA,NA
grunting,8,2.42,1,3,3125.29,"gr""Vn4.IN",7,2,VB,695.76,663.18,10.06,3.21,NA
Guam,4,1.64,1,1,586.33,"gw""Am",4,1,NN,771.75,687.12,NA,NA,NA
guano,5,1.32,0,0,1274,"gw""a.no",5,2,NN,664.4,714.6,13.15,NA,NA
guarantee,9,3.05,0,1,2331.88,"g%a.r@n.t""i",7,3,NN|VB,734.71,699.25,11.05,1.96,NA
guaranteed,10,2.53,1,1,2571.11,"g%a.r@n.t""id",8,3,VB|JJ,722.94,667.13,NA,NA,NA
guarantees,10,2.05,1,1,2571.56,"g%a.r@n.t""iz",8,3,NN|VB,735.11,800.67,NA,NA,NA
guaranty,8,0.6,0,1,2013.14,"g""a.r@n.4i",7,3,NN,990.3,931.7,11.00,NA,NA
guard,5,3.47,0,15,1101.75,"g""Ard",4,1,NN|VB,606.28,596.11,6.25,4.04,1
guarded,7,2.23,0,4,1915.5,"g""Ar4.@d",6,2,VB|JJ,741.09,647.59,NA,2.72,NA
guardedness,11,NULL,0,0,1989.2,"g""Ar4.@d.n@s",9,3,NN,927.9,932.96,NA,1.81,NA
guardhouse,10,1.57,0,0,1201.44,"g""Ard.h%aUs",7,2,NN,786.67,721.6,9.28,4.67,NA
guardian,8,2.56,0,0,1555.29,"g""Ar4.i@n",7,2,NN,671.39,636.07,9.44,1,NA
guardians,9,1.84,0,0,1592.88,"g""Ar4.i@nz",8,2,NN,703.97,677.24,NA,NA,NA
guardianship,12,1.42,0,0,1422.73,"g""Ar4.i@n.S%Ip",10,3,NN,945.53,761.42,9.48,2.68,NA
guarding,8,2.28,0,3,2442.57,"g""Ar4.IN",6,2,VB,708.28,643.28,NA,3.07,NA
guardrail,9,1.18,0,0,1283,"g""Ard.r%el",7,2,NN,964.75,784.24,9.35,5,NA
guardroom,9,1.04,0,0,1136.13,"g""Ard.r%um",7,2,NN,971,777.04,12.24,4.19,NA
guards,6,3.09,0,6,964.4,"g""Ardz",5,1,NN|VB,638.44,584.52,NA,NA,1
guard's,7,NULL,0,6,915.83,"g""Ardz",5,1,encl,663.55,630.5,NA,NA,NA
guardsman,9,0.95,0,0,1313.88,"g""Ardz.m@n",8,2,NN,810.84,707.36,10.33,4.64,NA
Guatemala,9,1.88,0,0,2145.5,"gw%A.4@.m""A.l@",9,4,NN,811.44,793.15,NA,NA,NA
Guatemalan,10,1.18,0,0,2294.11,"gw%A.4@.m""A.l@n",10,4,JJ|NN,1145.47,1048.47,NA,NA,NA
guava,5,1.15,0,0,416,"gw""A.v@",5,2,NN,799.74,792.27,12.39,4.86,NA
guerilla,8,1.54,0,0,2126.29,"g@`.r""I.l@",6,3,NN,783.3,736.54,NA,NA,NA
guerrilla,9,1.75,0,0,1932.75,"g@`.r""I.l@",6,3,NN,767.15,750.43,11.95,4.24,NA
gubernatorial,13,0.48,0,0,2086.08,"g%V.b@`.n@.t""Or.i@l",12,5,JJ,1046.67,1092.43,14.14,NA,NA
guerrillas,10,1.85,0,0,1879.33,"g@`.r""I.l@z",7,3,NN,824.45,699.27,NA,NA,NA
guess,5,4.36,1,12,1710,"g""Es",3,1,VB|NN,597.63,630.36,5.44,2.28,1
guessed,7,2.58,1,16,2226,"g""Est",4,1,VB,686.33,650.92,NA,NA,1
guesses,7,1.88,1,3,2226.67,"g""Es.@z",5,2,NN|VB,787.22,668.46,NA,NA,NA
guessing,8,2.74,0,3,2764.57,"g""Es.IN",5,2,VB|NN,617.29,587.89,NA,2.85,NA
guesstimate,11,0.7,0,0,2632.4,"g""E.st@.m@t",8,3,NN,1051.67,920.58,10.37,1.96,NA
guesswork,9,1.36,0,0,1299.75,"g""Es.w%3`k",6,2,NN,764.9,690,11.15,2.04,NA
guest,5,3.31,2,16,2208.5,"g""Est",4,1,NN,630.26,619.67,6.21,3.83,1
guesthouse,10,1.59,0,0,1836.11,"g""Est.h%aUs",7,2,NN,799.53,710.38,9.26,4.53,NA
guestroom,9,0.7,0,0,1851,"g""Est.r%um",7,2,NN,789.14,721.79,7.76,4.44,NA
guests,6,3.12,0,9,1968,"g""Ests",5,1,NN,627.78,606,NA,NA,1
guffaw,6,0.6,0,0,311.8,"gV.f""O",4,2,NN|VB,916.36,735.05,12.64,NA,NA
guffaws,7,0.95,0,0,278.5,"gV.f""Oz",5,2,VB|NN,939.71,730,NA,NA,NA
Guggenheim,10,NULL,0,0,1000.44,"g""u.g@n.haIm",8,3,NN,1036.25,882.95,NA,NA,NA
guidance,8,2.58,0,0,1243.71,"g""aId.n=s",5,2,NN,722.21,682.52,8.95,2.46,NA
guide,5,2.96,3,26,1065,"g""aId",3,1,NN|VB,601.32,584.39,7.11,1,1
guidebook,9,1.56,0,0,802.25,"g""aId.b%Uk",6,2,NN,783.85,638.15,11.11,4.83,NA
guided,6,2.03,2,8,1749,"g""aI4.@d",5,2,VB|JJ,633.75,648.18,NA,NA,NA
guidelines,10,1.94,0,1,2489,"g""aId.l%aInz",7,2,NN,729.63,632.85,NA,NA,NA
guideposts,10,NULL,0,0,1269.44,"g""aId.p%osts",8,2,NN,862.18,714.76,NA,NA,NA
guides,6,1.96,3,8,1749.8,"g""aIdz",4,1,NN|VB,646.63,631.32,NA,NA,1
guide's,7,NULL,0,8,908.67,"g""aIdz",4,1,encl,609.97,691.85,NA,NA,NA
guiding,7,2.03,0,11,2391.67,"g""aI4.IN",5,2,VB,783.26,705.07,7.74,2.54,NA
guild,5,2.02,3,13,643.5,"g""Ild",4,1,NN,789.56,687.36,12.94,2.96,1
guilder,7,1.18,1,1,1889.5,"g""Il.d@`",5,2,NN,824.58,785.91,12.23,NA,NA
guildhall,9,NULL,0,0,1054.75,"g""Ild.h%Ol",7,2,NN,1024.14,1008.84,NA,NA,NA
guile,5,1.72,4,24,1415.25,"g""aIl",3,1,NN,778.85,719.52,13.25,1.88,1
guileless,9,0.6,1,0,2108.88,"g""aIl.l@s",6,2,JJ,907.27,844.67,16.62,1.65,NA
guillotine,10,1.63,0,0,2242.56,"g""I.l@.t%in",7,3,NN,1007.45,902.56,11.75,4.64,NA
guilt,5,2.88,4,12,654,"g""Ilt",4,1,NN,607.85,659.75,7.05,1.93,1
guiltiness,10,0.3,0,0,2513.67,"g""Ilt.i.n@s",8,3,NN,930.97,858.16,9.67,1.73,NA
guiltless,9,0.9,1,0,1564,"g""Ilt.l@s",7,2,JJ,780.13,721.58,9.92,1.63,NA
guilty,6,3.5,0,0,663.6,"g""Ilt.i",5,2,JJ|NN,584.21,650.54,8.05,2.36,NA
Guinea,6,2.36,0,7,2359.6,"g""I.ni",4,2,NN,803.66,902,9.21,NA,NA
